function source,vulnerabilities
"static void good1() {     if(0)     {         /* INCIDENTAL: CWE 561 Dead Code, the code below will never run */         printLine(""Benign, fixed string"");     }     else     {         {             wchar_t * password = (wchar_t *)ALLOCA(100*sizeof(wchar_t));             size_t passwordLen = 0;             HANDLE hUser;             wchar_t * username = L""User"";             wchar_t * domain = L""Domain"";             /* Initialize password */             password[0] = L'\0';             if (fgetws(password, 100, stdin) == NULL)             {                 printLine(""fgetws() failed"");                 /* Restore NUL terminator if fgetws fails */                 password[0] = L'\0';             }             /* Remove the carriage return from the string that is inserted by fgetws() */             passwordLen = wcslen(password);             if (passwordLen > 0)             {                 password[passwordLen-1] = L'\0';             }             /* Use the password in LogonUser() to establish that it is ""sensitive"" */             if (LogonUserW(                         username,                         domain,                         password,                         LOGON32_LOGON_NETWORK,                         LOGON32_PROVIDER_DEFAULT,                         &hUser) != 0)             {                 printLine(""User logged in successfully."");                 CloseHandle(hUser);             }             else             {                 printLine(""Unable to login."");             }             passwordLen = wcslen(password);             /* FIX: Clear password prior to release from stack */             SecureZeroMemory(password, passwordLen * sizeof(wchar_t));         }     } }  /* good2() reverses the bodies in the if statement */ static void good2() {     if(1)     {         {             wchar_t * password = (wchar_t *)ALLOCA(100*sizeof(wchar_t));             size_t passwordLen = 0;             HANDLE hUser;             wchar_t * username = L""User"";             wchar_t * domain = L""Domain"";             /* Initialize password */             password[0] = L'\0';             if (fgetws(password, 100, stdin) == NULL)             {                 printLine(""fgetws() failed"");                 /* Restore NUL terminator if fgetws fails */                 password[0] = L'\0';             }             /* Remove the carriage return from the string that is inserted by fgetws() */             passwordLen = wcslen(password);             if (passwordLen > 0)             {                 password[passwordLen-1] = L'\0';             }             /* Use the password in LogonUser() to establish that it is ""sensitive"" */             if (LogonUserW(                         username,                         domain,                         password,                         LOGON32_LOGON_NETWORK,                         LOGON32_PROVIDER_DEFAULT,                         &hUser) != 0)             {                 printLine(""User logged in successfully."");                 CloseHandle(hUser);             }             else             {                 printLine(""Unable to login."");             }             passwordLen = wcslen(password);             /* FIX: Clear password prior to release from stack */             SecureZeroMemory(password, passwordLen * sizeof(wchar_t));         }     } }",CWE-319
"
static int kvm_vm_ioctl_enable_dirty_log_ring(struct kvm *kvm, u32 size)
{
	int r;

	if (!KVM_DIRTY_LOG_PAGE_OFFSET)
		return -EINVAL;

	/* the size should be power of 2 */
	if (!size || (size & (size - 1)))
		return -EINVAL;

	/* Should be bigger to keep the reserved entries, or a page */
	if (size < kvm_dirty_ring_get_rsvd_entries() *
	    sizeof(struct kvm_dirty_gfn) || size < PAGE_SIZE)
		return -EINVAL;

	if (size > KVM_DIRTY_RING_MAX_ENTRIES *
	    sizeof(struct kvm_dirty_gfn))
		return -E2BIG;

	/* We only allow it to set once */
	if (kvm->dirty_ring_size)
		return -EINVAL;

	mutex_lock(&kvm->lock);

	if (kvm->created_vcpus) {
		/* We don't allow to change this value after vcpu created */
		r = -EINVAL;
	} else {
		kvm->dirty_ring_size = size;
		r = 0;
	}

	mutex_unlock(&kvm->lock);
	return r;","CWE-311,CWE-226"
"com_rehash(String *buffer MY_ATTRIBUTE((unused)),
	 char *line MY_ATTRIBUTE((unused)))
{
#ifdef HAVE_READLINE
  build_completion_hash(1, 0);
#endif
  return 0;
}",CWE-226
"virDomainNetFindIdx(virDomainDefPtr def, virDomainNetDefPtr net)
{
    size_t i;
    int matchidx = -1;
    char mac[VIR_MAC_STRING_BUFLEN];
    bool MACAddrSpecified = !net->mac_generated;
    bool PCIAddrSpecified = virDomainDeviceAddressIsValid(&net->info,
                                                          VIR_DOMAIN_DEVICE_ADDRESS_TYPE_PCI);

    for (i = 0; i < def->nnets; i++) {
        if (MACAddrSpecified &&
            virMacAddrCmp(&def->nets[i]->mac, &net->mac) != 0)
            continue;

        if (PCIAddrSpecified &&
            !virPCIDeviceAddressEqual(&def->nets[i]->info.addr.pci,
                                      &net->info.addr.pci))
            continue;

        if (matchidx >= 0) {
            /* there were multiple matches on mac address, and no
             * qualifying guest-side PCI address was given, so we must
             * fail (NB: a USB address isn't adequate, since it may
             * specify only vendor and product ID, and there may be
             * multiples of those.
             */
            if (MACAddrSpecified) {
                virReportError(VIR_ERR_OPERATION_FAILED,
                               _(""multiple devices matching MAC address %s found""),
                               virMacAddrFormat(&net->mac, mac));
            } else {
                virReportError(VIR_ERR_OPERATION_FAILED, ""%s"",
                               _(""multiple matching devices found""));
            }

            return -1;
        }

        matchidx = i;
    }

    if (matchidx < 0) {
        if (MACAddrSpecified && PCIAddrSpecified) {
            virReportError(VIR_ERR_DEVICE_MISSING,
                           _(""no device matching MAC address %s found on ""
                             VIR_PCI_DEVICE_ADDRESS_FMT),
                           virMacAddrFormat(&net->mac, mac),
                           net->info.addr.pci.domain,
                           net->info.addr.pci.bus,
                           net->info.addr.pci.slot,
                           net->info.addr.pci.function);
        } else if (PCIAddrSpecified) {
            virReportError(VIR_ERR_DEVICE_MISSING,
                           _(""no device found on "" VIR_PCI_DEVICE_ADDRESS_FMT),
                           net->info.addr.pci.domain,
                           net->info.addr.pci.bus,
                           net->info.addr.pci.slot,
                           net->info.addr.pci.function);
        } else if (MACAddrSpecified) {
            virReportError(VIR_ERR_DEVICE_MISSING,
                           _(""no device matching MAC address %s found""),
                           virMacAddrFormat(&net->mac, mac));
        } else {
            virReportError(VIR_ERR_DEVICE_MISSING, ""%s"",
                           _(""no matching device found""));
        }
    }
    return matchidx;
}",CWE-226
"
static int kvm_vm_ioctl_enable_dirty_log_ring(struct kvm *kvm, u32 size)
{
	int r;

	if (!KVM_DIRTY_LOG_PAGE_OFFSET)
		return -EINVAL;

	/* the size should be power of 2 */
	if (!size || (size & (size - 1)))
		return -EINVAL;

	/* Should be bigger to keep the reserved entries, or a page */
	if (size < kvm_dirty_ring_get_rsvd_entries() *
	    sizeof(struct kvm_dirty_gfn) || size < PAGE_SIZE)
		return -EINVAL;

	if (size > KVM_DIRTY_RING_MAX_ENTRIES *
	    sizeof(struct kvm_dirty_gfn))
		return -E2BIG;

	/* We only allow it to set once */
	if (kvm->dirty_ring_size)
		return -EINVAL;

	mutex_lock(&kvm->lock);

	if (kvm->created_vcpus) {
		/* We don't allow to change this value after vcpu created */
		r = -EINVAL;
	} else {
		kvm->dirty_ring_size = size;
		r = 0;
	}

	mutex_unlock(&kvm->lock);
	return r;",CWE-319
"CMS_RecipientInfo *CMS_add1_recipient_cert(CMS_ContentInfo *cms,
                                           X509 *recip, unsigned int flags)
{
    CMS_RecipientInfo *ri = NULL;
    CMS_EnvelopedData *env;
    EVP_PKEY *pk = NULL;
    env = cms_get0_enveloped(cms);
    if (!env)
        goto err;

    /* Initialize recipient info */
    ri = M_ASN1_new_of(CMS_RecipientInfo);
    if (!ri)
        goto merr;

    pk = X509_get0_pubkey(recip);
    if (!pk) {
        CMSerr(CMS_F_CMS_ADD1_RECIPIENT_CERT, CMS_R_ERROR_GETTING_PUBLIC_KEY);
        goto err;
    }

    switch (cms_pkey_get_ri_type(pk)) {

    case CMS_RECIPINFO_TRANS:
        if (!cms_RecipientInfo_ktri_init(ri, recip, pk, flags))
            goto err;
        break;

    case CMS_RECIPINFO_AGREE:
        if (!cms_RecipientInfo_kari_init(ri, recip, pk, flags))
            goto err;
        break;

    default:
        CMSerr(CMS_F_CMS_ADD1_RECIPIENT_CERT,
               CMS_R_NOT_SUPPORTED_FOR_THIS_KEY_TYPE);
        goto err;

    }

    if (!sk_CMS_RecipientInfo_push(env->recipientInfos, ri))
        goto merr;

    return ri;

 merr:
    CMSerr(CMS_F_CMS_ADD1_RECIPIENT_CERT, ERR_R_MALLOC_FAILURE);
 err:
    M_ASN1_free_of(ri, CMS_RecipientInfo);
    return NULL;

}",CWE-459
"CMS_RecipientInfo *CMS_add1_recipient_cert(CMS_ContentInfo *cms,
                                           X509 *recip, unsigned int flags)
{
    CMS_RecipientInfo *ri = NULL;
    CMS_EnvelopedData *env;
    EVP_PKEY *pk = NULL;
    env = cms_get0_enveloped(cms);
    if (!env)
        goto err;

    /* Initialize recipient info */
    ri = M_ASN1_new_of(CMS_RecipientInfo);
    if (!ri)
        goto merr;

    pk = X509_get0_pubkey(recip);
    if (!pk) {
        CMSerr(CMS_F_CMS_ADD1_RECIPIENT_CERT, CMS_R_ERROR_GETTING_PUBLIC_KEY);
        goto err;
    }

    switch (cms_pkey_get_ri_type(pk)) {

    case CMS_RECIPINFO_TRANS:
        if (!cms_RecipientInfo_ktri_init(ri, recip, pk, flags))
            goto err;
        break;

    case CMS_RECIPINFO_AGREE:
        if (!cms_RecipientInfo_kari_init(ri, recip, pk, flags))
            goto err;
        break;

    default:
        CMSerr(CMS_F_CMS_ADD1_RECIPIENT_CERT,
               CMS_R_NOT_SUPPORTED_FOR_THIS_KEY_TYPE);
        goto err;

    }

    if (!sk_CMS_RecipientInfo_push(env->recipientInfos, ri))
        goto merr;

    return ri;

 merr:
    CMSerr(CMS_F_CMS_ADD1_RECIPIENT_CERT, ERR_R_MALLOC_FAILURE);
 err:
    M_ASN1_free_of(ri, CMS_RecipientInfo);
    return NULL;

}",CWE-459
"testBackingParse(const void *args)
{
    const struct testBackingParseData *data = args;
    g_auto(virBuffer) buf = VIR_BUFFER_INITIALIZER;
    g_autofree char *xml = NULL;
    g_autoptr(virStorageSource) src = NULL;
    int rc;
    int erc = data->rv;

    /* expect failure return code with NULL expected data */
    if (!data->expect)
        erc = -1;

    if ((rc = virStorageSourceNewFromBackingAbsolute(data->backing, &src)) != erc) {
        fprintf(stderr, ""expected return value '%d' actual '%d'\n"", erc, rc);
        return -1;
    }

    if (!src)
        return 0;

    if (src && !data->expect) {
        fprintf(stderr, ""parsing of backing store string '%s' should ""
                        ""have failed\n"", data->backing);
        return -1;
    }

    if (virDomainDiskSourceFormat(&buf, src, ""source"", 0, false, 0, true, NULL) < 0 ||
        !(xml = virBufferContentAndReset(&buf))) {
        fprintf(stderr, ""failed to format disk source xml\n"");
        return -1;
    }

    if (STRNEQ(xml, data->expect)) {
        fprintf(stderr, ""\n backing store string '%s'\n""
                        ""expected storage source xml:\n%s\n""
                        ""actual storage source xml:\n%s\n"",
                        data->backing, data->expect, xml);
        return -1;
    }

    return 0;
}",CWE-212
"virDomainGraphicsSupportsRenderNode(const virDomainGraphicsDef *graphics)
{
    bool ret = false;

    if (graphics->type == VIR_DOMAIN_GRAPHICS_TYPE_SPICE ||
        graphics->type == VIR_DOMAIN_GRAPHICS_TYPE_EGL_HEADLESS)
        ret = true;

    return ret;
}",CWE-212
"static void good1() {     int k;     for(k = 0; k < 1; k++)     {         {             wchar_t * password = (wchar_t *)ALLOCA(100*sizeof(wchar_t));             size_t passwordLen = 0;             HANDLE hUser;             wchar_t * username = L""User"";             wchar_t * domain = L""Domain"";             /* Initialize password */             password[0] = L'\0';             if (fgetws(password, 100, stdin) == NULL)             {                 printLine(""fgetws() failed"");                 /* Restore NUL terminator if fgetws fails */                 password[0] = L'\0';             }             /* Remove the carriage return from the string that is inserted by fgetws() */             passwordLen = wcslen(password);             if (passwordLen > 0)             {                 password[passwordLen-1] = L'\0';             }             /* Use the password in LogonUser() to establish that it is ""sensitive"" */             if (LogonUserW(                         username,                         domain,                         password,                         LOGON32_LOGON_NETWORK,                         LOGON32_PROVIDER_DEFAULT,                         &hUser) != 0)             {                 printLine(""User logged in successfully."");                 CloseHandle(hUser);             }             else             {                 printLine(""Unable to login."");             }             passwordLen = wcslen(password);             /* FIX: Clear password prior to release from stack */             SecureZeroMemory(password, passwordLen * sizeof(wchar_t));         }     } }  void CWE226_Sensitive_Information_Uncleared_Before_Release__w32_wchar_t_alloca_17_good() {     good1(); }",CWE-226
"static void good1() {     if(0)     {         /* INCIDENTAL: CWE 561 Dead Code, the code below will never run */         printLine(""Benign, fixed string"");     }     else     {         {             wchar_t * password = (wchar_t *)ALLOCA(100*sizeof(wchar_t));             size_t passwordLen = 0;             HANDLE hUser;             wchar_t * username = L""User"";             wchar_t * domain = L""Domain"";             /* Initialize password */             password[0] = L'\0';             if (fgetws(password, 100, stdin) == NULL)             {                 printLine(""fgetws() failed"");                 /* Restore NUL terminator if fgetws fails */                 password[0] = L'\0';             }             /* Remove the carriage return from the string that is inserted by fgetws() */             passwordLen = wcslen(password);             if (passwordLen > 0)             {                 password[passwordLen-1] = L'\0';             }             /* Use the password in LogonUser() to establish that it is ""sensitive"" */             if (LogonUserW(                         username,                         domain,                         password,                         LOGON32_LOGON_NETWORK,                         LOGON32_PROVIDER_DEFAULT,                         &hUser) != 0)             {                 printLine(""User logged in successfully."");                 CloseHandle(hUser);             }             else             {                 printLine(""Unable to login."");             }             passwordLen = wcslen(password);             /* FIX: Clear password prior to release from stack */             SecureZeroMemory(password, passwordLen * sizeof(wchar_t));         }     } }  /* good2() reverses the bodies in the if statement */ static void good2() {     if(1)     {         {             wchar_t * password = (wchar_t *)ALLOCA(100*sizeof(wchar_t));             size_t passwordLen = 0;             HANDLE hUser;             wchar_t * username = L""User"";             wchar_t * domain = L""Domain"";             /* Initialize password */             password[0] = L'\0';             if (fgetws(password, 100, stdin) == NULL)             {                 printLine(""fgetws() failed"");                 /* Restore NUL terminator if fgetws fails */                 password[0] = L'\0';             }             /* Remove the carriage return from the string that is inserted by fgetws() */             passwordLen = wcslen(password);             if (passwordLen > 0)             {                 password[passwordLen-1] = L'\0';             }             /* Use the password in LogonUser() to establish that it is ""sensitive"" */             if (LogonUserW(                         username,                         domain,                         password,                         LOGON32_LOGON_NETWORK,                         LOGON32_PROVIDER_DEFAULT,                         &hUser) != 0)             {                 printLine(""User logged in successfully."");                 CloseHandle(hUser);             }             else             {                 printLine(""Unable to login."");             }             passwordLen = wcslen(password);             /* FIX: Clear password prior to release from stack */             SecureZeroMemory(password, passwordLen * sizeof(wchar_t));         }     } }",CWE-226
"void CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_declare_07_bad() {     if(staticFive==5)     {         {             char password[100] = """";             size_t passwordLen = 0;             HANDLE hUser;             char * username = ""User"";             char * domain = ""Domain"";             if (fgets(password, 100, stdin) == NULL)             {                 printLine(""fgets() failed"");                 /* Restore NUL terminator if fgets fails */                 password[0] = '\0';             }             /* Remove the carriage return from the string that is inserted by fgets() */             passwordLen = strlen(password);             if (passwordLen > 0)             {                 password[passwordLen-1] = '\0';             }             /* Use the password in LogonUser() to establish that it is ""sensitive"" */             if (LogonUserA(                         username,                         domain,                         password,                         LOGON32_LOGON_NETWORK,                         LOGON32_PROVIDER_DEFAULT,                         &hUser) != 0)             {                 printLine(""User logged in successfully."");                 CloseHandle(hUser);             }             else             {                 printLine(""Unable to login."");             }             /* FLAW: Release password from the stack without first clearing the buffer */         }     } }",CWE-226
"static void __exit fuse_exit(void)
{
	pr_debug(""exit\n"");

	fuse_ctl_cleanup();
	fuse_sysfs_cleanup();
	fuse_fs_cleanup();
	fuse_dev_cleanup();
}",CWE-226
"static void good1() {     if(staticReturnsFalse())     {         /* INCIDENTAL: CWE 561 Dead Code, the code below will never run */         printLine(""Benign, fixed string"");     }     else     {         {             wchar_t * password = (wchar_t *)ALLOCA(100*sizeof(wchar_t));             size_t passwordLen = 0;             HANDLE hUser;             wchar_t * username = L""User"";             wchar_t * domain = L""Domain"";             /* Initialize password */             password[0] = L'\0';             if (fgetws(password, 100, stdin) == NULL)             {                 printLine(""fgetws() failed"");                 /* Restore NUL terminator if fgetws fails */                 password[0] = L'\0';             }             /* Remove the carriage return from the string that is inserted by fgetws() */             passwordLen = wcslen(password);             if (passwordLen > 0)             {                 password[passwordLen-1] = L'\0';             }             /* Use the password in LogonUser() to establish that it is ""sensitive"" */             if (LogonUserW(                         username,                         domain,                         password,                         LOGON32_LOGON_NETWORK,                         LOGON32_PROVIDER_DEFAULT,                         &hUser) != 0)             {                 printLine(""User logged in successfully."");                 CloseHandle(hUser);             }             else             {                 printLine(""Unable to login."");             }             passwordLen = wcslen(password);             /* FIX: Clear password prior to release from stack */             SecureZeroMemory(password, passwordLen * sizeof(wchar_t));         }     } }  /* good2() reverses the bodies in the if statement */ static void good2() {     if(staticReturnsTrue())     {         {             wchar_t * password = (wchar_t *)ALLOCA(100*sizeof(wchar_t));             size_t passwordLen = 0;             HANDLE hUser;             wchar_t * username = L""User"";             wchar_t * domain = L""Domain"";             /* Initialize password */             password[0] = L'\0';             if (fgetws(password, 100, stdin) == NULL)             {                 printLine(""fgetws() failed"");                 /* Restore NUL terminator if fgetws fails */                 password[0] = L'\0';             }             /* Remove the carriage return from the string that is inserted by fgetws() */             passwordLen = wcslen(password);             if (passwordLen > 0)             {                 password[passwordLen-1] = L'\0';             }             /* Use the password in LogonUser() to establish that it is ""sensitive"" */             if (LogonUserW(                         username,                         domain,                         password,                         LOGON32_LOGON_NETWORK,                         LOGON32_PROVIDER_DEFAULT,                         &hUser) != 0)             {                 printLine(""User logged in successfully."");                 CloseHandle(hUser);             }             else             {                 printLine(""Unable to login."");             }             passwordLen = wcslen(password);             /* FIX: Clear password prior to release from stack */             SecureZeroMemory(password, passwordLen * sizeof(wchar_t));         }     } }",CWE-226
"void CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_declare_07_bad() {     if(staticFive==5)     {         {             char password[100] = """";             size_t passwordLen = 0;             HANDLE hUser;             char * username = ""User"";             char * domain = ""Domain"";             if (fgets(password, 100, stdin) == NULL)             {                 printLine(""fgets() failed"");                 /* Restore NUL terminator if fgets fails */                 password[0] = '\0';             }             /* Remove the carriage return from the string that is inserted by fgets() */             passwordLen = strlen(password);             if (passwordLen > 0)             {                 password[passwordLen-1] = '\0';             }             /* Use the password in LogonUser() to establish that it is ""sensitive"" */             if (LogonUserA(                         username,                         domain,                         password,                         LOGON32_LOGON_NETWORK,                         LOGON32_PROVIDER_DEFAULT,                         &hUser) != 0)             {                 printLine(""User logged in successfully."");                 CloseHandle(hUser);             }             else             {                 printLine(""Unable to login."");             }             /* FLAW: Release password from the stack without first clearing the buffer */         }     } }",CWE-319
"__sev_send_update_data_query_lengths(struct kvm *kvm, struct kvm_sev_cmd *argp,
				     struct kvm_sev_send_update_data *params)
{
	struct kvm_sev_info *sev = &to_kvm_svm(kvm)->sev_info;
	struct sev_data_send_update_data data;
	int ret;

	memset(&data, 0, sizeof(data));
	data.handle = sev->handle;
	ret = sev_issue_cmd(kvm, SEV_CMD_SEND_UPDATE_DATA, &data, &argp->error);

	params->hdr_len = data.hdr_len;
	params->trans_len = data.trans_len;

	if (copy_to_user((void __user *)(uintptr_t)argp->data, params,
			 sizeof(struct kvm_sev_send_update_data)))
		ret = -EFAULT;

	return ret;
}",CWE-459
"virDomainVsockDefFree(virDomainVsockDefPtr vsock)
{
    if (!vsock)
        return;

    virObjectUnref(vsock->privateData);
    virDomainDeviceInfoClear(&vsock->info);
    VIR_FREE(vsock);
}",CWE-226
"static void sev_migrate_from(struct kvm *dst_kvm, struct kvm *src_kvm)
{
	struct kvm_sev_info *dst = &to_kvm_svm(dst_kvm)->sev_info;
	struct kvm_sev_info *src = &to_kvm_svm(src_kvm)->sev_info;
	struct kvm_sev_info *mirror;

	dst->active = true;
	dst->asid = src->asid;
	dst->handle = src->handle;
	dst->pages_locked = src->pages_locked;
	dst->enc_context_owner = src->enc_context_owner;

	src->asid = 0;
	src->active = false;
	src->handle = 0;
	src->pages_locked = 0;
	src->enc_context_owner = NULL;

	list_cut_before(&dst->regions_list, &src->regions_list, &src->regions_list);

	/*
	 * If this VM has mirrors, ""transfer"" each mirror's refcount of the
	 * source to the destination (this KVM).  The caller holds a reference
	 * to the source, so there's no danger of use-after-free.
	 */
	list_cut_before(&dst->mirror_vms, &src->mirror_vms, &src->mirror_vms);
	list_for_each_entry(mirror, &dst->mirror_vms, mirror_entry) {
		kvm_get_kvm(dst_kvm);
		kvm_put_kvm(src_kvm);
		mirror->enc_context_owner = dst_kvm;
	}

	/*
	 * If this VM is a mirror, remove the old mirror from the owners list
	 * and add the new mirror to the list.
	 */
	if (is_mirroring_enc_context(dst_kvm)) {
		struct kvm_sev_info *owner_sev_info =
			&to_kvm_svm(dst->enc_context_owner)->sev_info;

		list_del(&src->mirror_entry);
		list_add_tail(&dst->mirror_entry, &owner_sev_info->mirror_vms);
	}
}",CWE-226
"__sev_send_update_data_query_lengths(struct kvm *kvm, struct kvm_sev_cmd *argp,
				     struct kvm_sev_send_update_data *params)
{
	struct kvm_sev_info *sev = &to_kvm_svm(kvm)->sev_info;
	struct sev_data_send_update_data data;
	int ret;

	memset(&data, 0, sizeof(data));
	data.handle = sev->handle;
	ret = sev_issue_cmd(kvm, SEV_CMD_SEND_UPDATE_DATA, &data, &argp->error);

	params->hdr_len = data.hdr_len;
	params->trans_len = data.trans_len;

	if (copy_to_user((void __user *)(uintptr_t)argp->data, params,
			 sizeof(struct kvm_sev_send_update_data)))
		ret = -EFAULT;

	return ret;
}",CWE-212
"
void kvm_dec_notifier_count(struct kvm *kvm, unsigned long start,
				   unsigned long end)
{
	/*
	 * This sequence increase will notify the kvm page fault that
	 * the page that is going to be mapped in the spte could have
	 * been freed.
	 */
	kvm->mmu_notifier_seq++;
	smp_wmb();
	/*
	 * The above sequence increase must be visible before the
	 * below count decrease, which is ensured by the smp_wmb above
	 * in conjunction with the smp_rmb in mmu_notifier_retry().
	 */
	kvm->mmu_notifier_count--;",CWE-459
"
static int kvm_set_memslot(struct kvm *kvm,
			   struct kvm_memory_slot *old,
			   struct kvm_memory_slot *new,
			   enum kvm_mr_change change)
{
	struct kvm_memory_slot *invalid_slot;
	int r;

	/*
	 * Released in kvm_swap_active_memslots.
	 *
	 * Must be held from before the current memslots are copied until
	 * after the new memslots are installed with rcu_assign_pointer,
	 * then released before the synchronize srcu in kvm_swap_active_memslots.
	 *
	 * When modifying memslots outside of the slots_lock, must be held
	 * before reading the pointer to the current memslots until after all
	 * changes to those memslots are complete.
	 *
	 * These rules ensure that installing new memslots does not lose
	 * changes made to the previous memslots.
	 */
	mutex_lock(&kvm->slots_arch_lock);

	/*
	 * Invalidate the old slot if it's being deleted or moved.  This is
	 * done prior to actually deleting/moving the memslot to allow vCPUs to
	 * continue running by ensuring there are no mappings or shadow pages
	 * for the memslot when it is deleted/moved.  Without pre-invalidation
	 * (and without a lock), a window would exist between effecting the
	 * delete/move and committing the changes in arch code where KVM or a
	 * guest could access a non-existent memslot.
	 *
	 * Modifications are done on a temporary, unreachable slot.  The old
	 * slot needs to be preserved in case a later step fails and the
	 * invalidation needs to be reverted.
	 */
	if (change == KVM_MR_DELETE || change == KVM_MR_MOVE) {
		invalid_slot = kzalloc(sizeof(*invalid_slot), GFP_KERNEL_ACCOUNT);
		if (!invalid_slot) {
			mutex_unlock(&kvm->slots_arch_lock);
			return -ENOMEM;
		}
		kvm_invalidate_memslot(kvm, old, invalid_slot);
	}

	r = kvm_prepare_memory_region(kvm, old, new, change);
	if (r) {
		/*
		 * For DELETE/MOVE, revert the above INVALID change.  No
		 * modifications required since the original slot was preserved
		 * in the inactive slots.  Changing the active memslots also
		 * release slots_arch_lock.
		 */
		if (change == KVM_MR_DELETE || change == KVM_MR_MOVE) {
			kvm_activate_memslot(kvm, invalid_slot, old);
			kfree(invalid_slot);
		} else {
			mutex_unlock(&kvm->slots_arch_lock);
		}
		return r;
	}

	/*
	 * For DELETE and MOVE, the working slot is now active as the INVALID
	 * version of the old slot.  MOVE is particularly special as it reuses
	 * the old slot and returns a copy of the old slot (in working_slot).
	 * For CREATE, there is no old slot.  For DELETE and FLAGS_ONLY, the
	 * old slot is detached but otherwise preserved.
	 */
	if (change == KVM_MR_CREATE)
		kvm_create_memslot(kvm, new);
	else if (change == KVM_MR_DELETE)
		kvm_delete_memslot(kvm, old, invalid_slot);
	else if (change == KVM_MR_MOVE)
		kvm_move_memslot(kvm, old, new, invalid_slot);
	else if (change == KVM_MR_FLAGS_ONLY)
		kvm_update_flags_memslot(kvm, old, new);
	else
		BUG();

	/* Free the temporary INVALID slot used for DELETE and MOVE. */
	if (change == KVM_MR_DELETE || change == KVM_MR_MOVE)
		kfree(invalid_slot);

	/*
	 * No need to refresh new->arch, changes after dropping slots_arch_lock
	 * will directly hit the final, active memslot.  Architectures are
	 * responsible for knowing that new->arch may be stale.
	 */
	kvm_commit_memory_region(kvm, old, new, change);

	return 0;",CWE-212
"static void print_quoted_xml(FILE *xml_file, const char *str, size_t len,
                             my_bool is_attribute_name)
{
  const char *end;

  for (end= str + len; str != end; str++)
  {
    switch (*str) {
    case '<':
      fputs(""&lt;"", xml_file);
      break;
    case '>':
      fputs(""&gt;"", xml_file);
      break;
    case '&':
      fputs(""&amp;"", xml_file);
      break;
    case '\""':
      fputs(""&quot;"", xml_file);
      break;
    case ' ':
      /* Attribute names cannot contain spaces. */
      if (is_attribute_name)
      {
        fputs(""_"", xml_file);
        break;
      }
      /* fall through */
    default:
      fputc(*str, xml_file);
      break;
    }
  }
  check_io(xml_file);
}",CWE-226
"testBackingParse(const void *args)
{
    const struct testBackingParseData *data = args;
    g_auto(virBuffer) buf = VIR_BUFFER_INITIALIZER;
    g_autofree char *xml = NULL;
    g_autoptr(virStorageSource) src = NULL;
    int rc;
    int erc = data->rv;

    /* expect failure return code with NULL expected data */
    if (!data->expect)
        erc = -1;

    if ((rc = virStorageSourceNewFromBackingAbsolute(data->backing, &src)) != erc) {
        fprintf(stderr, ""expected return value '%d' actual '%d'\n"", erc, rc);
        return -1;
    }

    if (!src)
        return 0;

    if (src && !data->expect) {
        fprintf(stderr, ""parsing of backing store string '%s' should ""
                        ""have failed\n"", data->backing);
        return -1;
    }

    if (virDomainDiskSourceFormat(&buf, src, ""source"", 0, false, 0, true, NULL) < 0 ||
        !(xml = virBufferContentAndReset(&buf))) {
        fprintf(stderr, ""failed to format disk source xml\n"");
        return -1;
    }

    if (STRNEQ(xml, data->expect)) {
        fprintf(stderr, ""\n backing store string '%s'\n""
                        ""expected storage source xml:\n%s\n""
                        ""actual storage source xml:\n%s\n"",
                        data->backing, data->expect, xml);
        return -1;
    }

    return 0;
}",CWE-226
